brand_name,years_in_market,audience_reach,market_share,type_of_brand,reviews,sentiment_score,seo_score
NovaHealth,39,1006008.0,7.33,Fintech,2.0,21.0,56
FusionTech,24,3769668.0,18.46,Retail,4.0,84.0,45
NimbusNet,34,2264551.0,11.32,Telecom,5.0,32.0,94
PioneerHealth,10,4797649.0,9.67,Media,5.0,21.0,7
SummitHub,20,1107596.0,15.17,IT,5.0,-6.0,71
NexusMedia,19,336937.0,2.84,Education,5.0,-63.0,72
OrbitRetail,24,982477.0,14.06,Manufacturing,4.0,79.0,70
SummitGlobal,11,543560.0,15.21,Fintech,4.0,41.0,76
PrimeHealth,21,3120655.0,15.35,Food,5.0,-75.0,77
BeaconEdge,30,318710.0,11.98,Food,5.0,-40.0,83
RadiantNet,29,1141887.0,13.41,Logistics,2.0,82.0,97
NexusTech,9,2897999.0,4.74,Energy,4.0,80.0,33
NexusFoods,20,655960.0,12.79,Telecom,1.0,-64.0,90
FusionMedia,9,4142271.0,2.19,Manufacturing,5.0,47.0,98
OrbitWorks,4,1665244.0,10.01,Ecommerce,5.0,-2.0,19
OrbitEdge,25,3787160.0,2.03,Manufacturing,1.0,-49.0,15
AuroraFoods,34,4635685.0,13.92,Hospitality,3.0,68.0,5
HorizonRetail,24,3068302.0,7.87,Media,2.0,18.0,31
ZenPoint,33,624273.0,3.36,Telecom,1.0,1.0,63
AuroraFoods,23,1515067.0,15.96,Logistics,2.0,77.0,12
EverestNet,27,845768.0,5.33,Fintech,4.0,-76.0,35
BeaconFoods,19,1457307.0,10.87,Healthcare,5.0,-44.0,13
EverestNet,22,4993523.0,13.07,Tourism,2.0,5.0,43
BeaconTravel,15,387881.0,13.4,Energy,1.0,-73.0,13
HorizonLabs,39,1560805.0,7.76,Manufacturing,2.0,-27.0,95
EverestLabs,13,845423.0,1.39,Education,4.0,10.0,59
NexusSystems,32,2330739.0,9.69,Telecom,2.0,-12.0,34
SummitHub,5,2877694.0,13.68,Energy,4.0,100.0,19
ZenCore,38,4246105.0,10.11,IT,3.0,-53.0,37
PioneerGlobal,25,2440990.0,12.38,Energy,3.0,-19.0,30
ApexDigital,19,4492360.0,2.31,Retail,2.0,-18.0,78
ZenGlobal,20,2675610.0,3.72,Logistics,1.0,-95.0,51
NexusTravel,20,1833895.0,5.35,Ecommerce,4.0,91.0,11
SummitNet,28,1415999.0,10.75,Tourism,4.0,-7.0,74
SummitLogics,21,3383929.0,0.22,Manufacturing,2.0,36.0,80
AuroraGlobal,38,1608795.0,8.76,Logistics,4.0,31.0,4
EverestEdge,3,987311.0,11.38,Fintech,4.0,-100.0,32
VelocityPoint,27,539985.0,19.56,Tourism,5.0,-3.0,27
ApexLogics,30,4447072.0,10.34,Media,4.0,-65.0,15
RadiantTech,3,4214194.0,17.02,Hospitality,2.0,74.0,51
BeaconLogics,10,2803553.0,2.31,Consulting,5.0,-36.0,51
VelocityEnergy,29,4731235.0,9.0,Manufacturing,2.0,22.0,5
RadiantHub,26,2353986.0,9.87,Food,5.0,34.0,7
FusionLogics,31,2454000.0,3.61,Telecom,1.0,-20.0,24
BeaconGlobal,11,2288245.0,15.29,Consulting,1.0,87.0,45
AuroraFoods,9,4927816.0,7.0,Consulting,3.0,-62.0,0
AtlasMedia,10,1963010.0,13.2,Retail,2.0,-78.0,91
ApexRetail,15,1498387.0,3.49,Food,5.0,-66.0,96
VertexNet,3,3573266.0,16.91,Healthcare,5.0,-2.0,11
RadiantHub,31,1914174.0,10.34,Fintech,2.0,-95.0,75
PrimeEnergy,30,988236.0,7.03,Logistics,3.0,-57.0,80
NimbusZone,24,715234.0,13.71,Hospitality,5.0,90.0,77
NimbusHealth,26,1243370.0,2.58,Fintech,2.0,-73.0,88
PulseEnergy,3,1866320.0,1.27,Manufacturing,2.0,49.0,62
NexusHealth,24,1198688.0,6.51,Media,2.0,-22.0,63
NimbusMedia,5,604629.0,3.34,IT,5.0,91.0,45
NovaGlobal,6,2343190.0,10.91,Education,3.0,51.0,31
NovaPoint,16,3023357.0,1.0,Logistics,1.0,-10.0,20
SummitDigital,11,1184982.0,7.7,Media,1.0,54.0,55
PioneerSystems,24,3330636.0,19.12,Hospitality,3.0,87.0,59
QuantumRetail,2,2878161.0,7.1,Food,2.0,-65.0,32
NimbusGlobal,38,3092664.0,12.92,Education,5.0,78.0,25
RadiantLink,8,2992264.0,2.73,Media,1.0,-9.0,12
FusionWorks,21,537527.0,10.73,Media,1.0,68.0,11
AtlasHub,18,4151813.0,13.82,Food,3.0,-62.0,70
VelocityLogics,10,2509130.0,15.16,Telecom,1.0,-96.0,33
PioneerEnergy,40,2270869.0,4.48,Logistics,1.0,-78.0,19
FusionWorks,20,911714.0,17.38,Logistics,1.0,43.0,48
OrbitPoint,29,4326126.0,5.67,Healthcare,1.0,77.0,58
QuantumPoint,21,4258432.0,16.3,Fintech,2.0,-70.0,94
VertexTravel,8,1342572.0,9.67,Healthcare,5.0,33.0,55
HorizonWorks,37,1532912.0,18.31,Education,5.0,-9.0,77
AtlasMedia,28,919547.0,13.98,Consulting,5.0,-67.0,11
AuroraHealth,30,2753785.0,1.89,Ecommerce,4.0,36.0,37
NexusGlobal,34,3462843.0,9.56,IT,1.0,-4.0,99
VelocityCore,10,3854887.0,7.62,Ecommerce,5.0,68.0,24
EverestLink,11,3345902.0,3.61,Telecom,5.0,47.0,45
EverestZone,23,351549.0,7.59,Hospitality,5.0,-68.0,35
EverestMedia,36,784877.0,18.98,Media,1.0,-5.0,24
RadiantLink,8,2693901.0,18.63,Food,1.0,52.0,42
PulseEdge,28,4869063.0,3.54,Telecom,1.0,-9.0,3
SummitLogics,28,63817.0,12.09,Retail,4.0,77.0,40
AuroraPoint,30,264045.0,8.92,Retail,5.0,-37.0,4
HorizonHealth,33,354329.0,2.89,Media,4.0,59.0,78
BeaconEdge,8,1003200.0,15.48,Consulting,4.0,83.0,2
FusionLink,13,3333248.0,12.43,Logistics,4.0,-44.0,9
OrbitPoint,30,1388409.0,13.8,Education,1.0,77.0,29
BeaconCore,37,1720551.0,5.73,Food,2.0,-29.0,30
BeaconNet,2,2223550.0,17.91,Energy,1.0,-100.0,30
PioneerWorks,1,4372946.0,19.98,Healthcare,1.0,51.0,65
NovaZone,33,494982.0,18.93,Healthcare,4.0,5.0,63
ApexHub,13,2903627.0,12.54,Logistics,4.0,-77.0,55
NimbusRetail,25,438456.0,17.52,Healthcare,1.0,-24.0,0
FusionLink,5,2658370.0,8.87,Hospitality,2.0,93.0,97
SummitCore,2,1055753.0,9.86,Tourism,2.0,43.0,24
VertexFoods,9,1158409.0,7.26,Education,3.0,6.0,53
AuroraEdge,14,1304085.0,18.02,Healthcare,1.0,26.0,85
VertexGlobal,14,2099311.0,5.3,Logistics,5.0,22.0,45
PioneerLogics,7,3460190.0,18.94,Retail,5.0,14.0,8
PulseEdge,34,4819272.0,19.26,Telecom,1.0,-1.0,20
PrimeTech,39,2817973.0,11.28,Media,2.0,-23.0,9
NimbusRetail,17,723921.0,17.0,Energy,4.0,88.0,34
VertexTravel,16,2378862.0,13.66,Manufacturing,4.0,73.0,39
RadiantSystems,33,4896778.0,10.36,Retail,2.0,1.0,20
ZenPoint,5,2858596.0,16.6,Manufacturing,1.0,-42.0,25
AuroraCore,25,3421682.0,10.97,Healthcare,4.0,-80.0,31
SummitTech,26,297910.0,18.18,Media,5.0,-96.0,58
EverestRetail,11,3327634.0,12.78,Logistics,4.0,54.0,100
BeaconGlobal,38,685009.0,3.06,Media,1.0,3.0,83
AtlasEnergy,4,4925228.0,17.15,Food,1.0,37.0,67
OrbitFoods,2,4853497.0,3.66,Retail,4.0,-83.0,62
SummitHub,12,4014657.0,6.93,Education,4.0,20.0,87
OrbitZone,35,3698885.0,15.54,Fintech,2.0,-42.0,37
NexusCore,26,4503934.0,17.49,Media,4.0,-13.0,85
NovaGlobal,36,4224051.0,0.88,Energy,2.0,36.0,99
ApexDigital,31,1811616.0,5.59,Energy,3.0,14.0,22
AtlasRetail,8,583215.0,7.11,Logistics,4.0,30.0,42
FusionGlobal,25,2577757.0,16.41,Education,1.0,-71.0,43
PrimeGlobal,35,2939182.0,4.05,Media,3.0,-41.0,32
NexusZone,32,4858960.0,14.87,IT,3.0,37.0,82
ApexEdge,34,1437070.0,10.92,Energy,4.0,89.0,84
ApexRetail,38,1521066.0,17.8,Energy,2.0,58.0,75
ZenDigital,39,3097554.0,19.58,Telecom,4.0,-38.0,51
FusionTravel,27,1810620.0,18.61,Consulting,4.0,89.0,95
NimbusFoods,36,4072038.0,1.01,Consulting,4.0,90.0,16
BeaconSystems,19,1390215.0,15.54,Healthcare,1.0,13.0,64
PulseLink,10,471844.0,2.43,Consulting,1.0,-25.0,19
VertexMedia,9,1798872.0,9.21,IT,5.0,-19.0,70
HorizonCore,26,506165.0,8.07,Ecommerce,1.0,44.0,46
NexusMedia,33,3201397.0,9.32,IT,3.0,-51.0,31
NovaLink,11,3893590.0,18.31,Education,2.0,79.0,72
NexusLabs,35,492416.0,18.06,Tourism,3.0,-23.0,16
OrbitLabs,21,2059227.0,5.55,Tourism,4.0,-25.0,79
NimbusHub,13,669209.0,2.68,Consulting,4.0,92.0,6
NexusTravel,37,1851002.0,7.28,Fintech,5.0,27.0,53
NovaHub,15,118909.0,1.81,Ecommerce,5.0,-99.0,44
RadiantCore,21,4749429.0,4.91,Tourism,1.0,67.0,21
FusionEdge,9,754863.0,6.29,Food,5.0,-17.0,9
HorizonDigital,1,997933.0,3.42,Food,5.0,18.0,64
VertexGlobal,34,1479272.0,2.72,Ecommerce,2.0,-10.0,10
HorizonPoint,22,2632746.0,5.78,IT,1.0,-67.0,84
NimbusCore,32,310161.0,9.47,Ecommerce,5.0,26.0,8
PulseCore,6,887673.0,5.18,Healthcare,3.0,11.0,5
VelocityZone,23,1492981.0,3.6,Media,2.0,51.0,39
NimbusTravel,1,1595789.0,1.09,Media,3.0,21.0,5
FusionSystems,30,3106405.0,7.68,Telecom,5.0,31.0,0
AtlasEnergy,24,2736703.0,9.88,Fintech,3.0,1.0,35
HorizonTech,23,50900.0,7.13,Tourism,2.0,-67.0,61
VertexNet,4,2028553.0,11.86,Consulting,3.0,39.0,37
FusionTech,31,614299.0,18.91,Media,1.0,75.0,52
NexusFoods,32,268951.0,19.92,Healthcare,1.0,-81.0,75
PrimeGlobal,26,4588185.0,2.62,Retail,1.0,-19.0,33
NexusFoods,37,4206960.0,4.64,Telecom,5.0,48.0,79
FusionHub,32,3428365.0,4.37,Telecom,1.0,81.0,47
RadiantZone,36,2075798.0,18.95,Retail,1.0,2.0,9
QuantumSystems,38,1618068.0,1.97,Retail,5.0,-18.0,42
QuantumHub,37,3051157.0,9.43,Ecommerce,2.0,23.0,13
BeaconHealth,9,2735744.0,15.2,Media,4.0,-27.0,28
NimbusZone,25,2245603.0,13.18,Manufacturing,4.0,-51.0,99
NimbusNet,34,2470485.0,9.5,Manufacturing,3.0,-5.0,25
AtlasTravel,12,2161624.0,3.82,Hospitality,3.0,-13.0,53
NexusRetail,16,2287339.0,18.09,Manufacturing,3.0,100.0,39
BeaconFoods,30,4464537.0,14.71,Ecommerce,1.0,-40.0,10
AtlasRetail,18,2623547.0,3.19,Fintech,1.0,-34.0,49
FusionSystems,25,192829.0,15.78,Fintech,2.0,-99.0,92
EverestLogics,11,951134.0,12.4,Healthcare,5.0,95.0,70
VertexGlobal,8,875677.0,15.97,Food,5.0,-23.0,48
VertexLink,23,1805493.0,2.3,Hospitality,2.0,30.0,71
RadiantCore,18,689329.0,13.19,Retail,5.0,-84.0,18
ZenHealth,24,168116.0,4.2,Food,4.0,58.0,54
BeaconTravel,21,3949391.0,16.43,Food,1.0,-15.0,91
RadiantGlobal,26,1944481.0,6.82,Education,2.0,-77.0,46
PrimeEnergy,28,2829125.0,17.04,Ecommerce,2.0,55.0,100
HorizonPoint,34,373443.0,4.53,Media,5.0,99.0,49
NexusNet,9,2519588.0,6.34,Hospitality,1.0,-63.0,13
EverestZone,10,307481.0,10.33,Retail,3.0,-94.0,45
NimbusTravel,15,2558433.0,7.48,Consulting,1.0,12.0,41
AtlasPoint,26,4952991.0,2.91,Retail,3.0,-2.0,21
EverestEnergy,14,3580227.0,5.3,IT,2.0,-43.0,80
ZenMedia,10,484723.0,5.34,Fintech,4.0,-60.0,24
VertexLink,4,672167.0,13.36,IT,5.0,-35.0,94
QuantumEnergy,5,3133808.0,0.4,Healthcare,5.0,-80.0,42
PrimeHub,25,33637.0,0.11,Logistics,1.0,-17.0,2
AtlasEdge,38,4654731.0,11.57,Food,4.0,49.0,31
NovaZone,30,2817771.0,19.72,Energy,1.0,-42.0,2
OrbitNet,3,1419865.0,5.79,Fintech,2.0,-61.0,45
AuroraEnergy,22,696971.0,12.56,Hospitality,3.0,47.0,26
OrbitGlobal,6,1514632.0,1.05,Media,4.0,-3.0,48
PulseEdge,36,4771997.0,7.27,Ecommerce,2.0,14.0,19
FusionWorks,20,1748758.0,12.61,Fintech,3.0,-22.0,73
EverestMedia,6,1401521.0,7.72,Retail,3.0,-21.0,61
VertexGlobal,26,2016872.0,12.91,IT,4.0,-98.0,54
PrimeDigital,10,4273339.0,15.42,Hospitality,4.0,83.0,4
VertexLogics,14,2712591.0,7.77,Manufacturing,2.0,-16.0,40
PrimeLink,5,2868025.0,12.41,Media,4.0,27.0,29
OrbitGlobal,15,3370827.0,0.3,Logistics,5.0,92.0,82
VertexFoods,19,1000062.0,17.36,Media,4.0,-57.0,20
QuantumSystems,3,4673878.0,4.69,Healthcare,5.0,-5.0,99
RadiantEnergy,33,4499993.0,6.77,Consulting,2.0,42.0,53
SummitNet,25,3106170.0,13.94,Logistics,4.0,100.0,11
PulseTech,4,4200351.0,17.12,Logistics,2.0,63.0,90
NexusMedia,35,1613220.0,3.75,Ecommerce,5.0,-42.0,25
AuroraFoods,33,111866.0,9.02,Energy,5.0,-46.0,83
VelocityLabs,4,574729.0,3.61,Fintech,4.0,-34.0,71
AuroraEdge,9,4609029.0,1.64,Tourism,5.0,-88.0,20
AtlasSystems,20,452696.0,3.44,Retail,4.0,66.0,97
BeaconPoint,11,2295820.0,5.31,Food,1.0,27.0,77
NovaNet,24,2819874.0,13.17,Food,3.0,62.0,18
FusionLabs,15,3766599.0,3.66,Education,3.0,43.0,17
OrbitGlobal,39,3305118.0,2.04,IT,3.0,61.0,98
VertexEdge,3,3572127.0,13.06,Tourism,5.0,-85.0,45
AuroraLogics,16,3654740.0,13.09,Consulting,5.0,99.0,46
AtlasEnergy,36,2914503.0,1.93,Media,3.0,68.0,68
ZenHub,33,4407210.0,8.97,Ecommerce,1.0,-41.0,93
QuantumTech,2,3457411.0,16.05,Hospitality,1.0,81.0,7
RadiantTech,17,4667429.0,13.46,Fintech,2.0,-28.0,68
ZenDigital,11,403238.0,14.75,Food,3.0,86.0,24
NimbusZone,1,938773.0,14.34,Hospitality,3.0,-73.0,54
ZenLabs,16,2993590.0,17.77,Fintech,3.0,40.0,28
NexusHub,29,1206098.0,16.48,Education,2.0,60.0,2
NovaLogics,29,4082135.0,0.43,IT,3.0,-67.0,54
OrbitEdge,13,1246046.0,14.99,Logistics,2.0,46.0,54
AuroraCore,10,99700.0,4.99,Healthcare,5.0,63.0,42
AtlasPoint,10,1347164.0,15.95,IT,2.0,-88.0,48
SummitLogics,10,3872236.0,8.04,Media,2.0,-59.0,17
BeaconHealth,12,4625913.0,12.43,Energy,2.0,-11.0,67
AtlasLogics,4,3252113.0,14.02,Manufacturing,3.0,-58.0,20
OrbitWorks,27,2072460.0,5.89,Media,1.0,-28.0,99
PulseLink,3,4742379.0,7.35,Consulting,3.0,-68.0,58
ApexMedia,27,503350.0,8.32,Media,4.0,15.0,34
NimbusCore,36,1947968.0,17.16,Manufacturing,2.0,-57.0,85
AtlasWorks,21,2918899.0,9.09,Consulting,1.0,27.0,38
VertexRetail,8,1980066.0,15.32,Tourism,4.0,-30.0,29
EverestCore,33,3419671.0,2.99,IT,1.0,-36.0,46
NimbusRetail,23,4854063.0,5.9,Education,1.0,-74.0,45
NexusHealth,27,3714808.0,2.3,Fintech,2.0,-26.0,97
VertexTech,22,1541476.0,19.63,Energy,1.0,28.0,33
AtlasEnergy,6,4490018.0,15.41,Fintech,2.0,83.0,5
HorizonFoods,10,3806713.0,17.24,Retail,1.0,-52.0,1
PulseLogics,39,3764894.0,14.55,Food,1.0,-14.0,0
BeaconWorks,15,2060074.0,11.38,Retail,3.0,86.0,44
EverestNet,25,888573.0,14.5,Logistics,2.0,8.0,65
AtlasMedia,10,1596685.0,11.35,Consulting,4.0,27.0,34
ZenFoods,11,2555802.0,18.64,Healthcare,4.0,33.0,35
PioneerFoods,11,4740817.0,6.3,Retail,3.0,61.0,51
PulseFoods,1,2463342.0,16.19,Ecommerce,5.0,-68.0,63
ApexZone,25,4255676.0,4.43,Logistics,3.0,-2.0,36
BeaconEnergy,3,1468837.0,7.36,IT,5.0,-80.0,2
ApexPoint,11,3346697.0,13.2,IT,1.0,32.0,20
VertexRetail,15,3905206.0,12.94,Education,2.0,-87.0,26
QuantumZone,25,821649.0,8.42,Fintech,3.0,-2.0,30
FusionRetail,29,4686041.0,9.1,Logistics,4.0,11.0,14
BeaconMedia,21,2831031.0,14.17,Hospitality,2.0,40.0,68
ZenZone,15,4343995.0,16.04,Education,4.0,-64.0,92
VertexWorks,34,3938588.0,15.57,Manufacturing,5.0,-73.0,74
NexusNet,23,1451846.0,10.02,Media,3.0,-74.0,56
ZenGlobal,17,4993430.0,15.91,Retail,3.0,80.0,1
ZenTravel,23,940558.0,15.57,Consulting,3.0,-1.0,35
AuroraSystems,13,2031842.0,8.44,Healthcare,4.0,-30.0,91
ApexLabs,22,2551646.0,2.8,Energy,1.0,-20.0,36
RadiantNet,31,3490192.0,5.84,Fintech,3.0,-61.0,74
ZenEdge,11,1466527.0,11.41,Fintech,4.0,85.0,5
OrbitLabs,39,2920452.0,6.87,Manufacturing,3.0,6.0,40
EverestLabs,1,1186726.0,9.64,Hospitality,3.0,-62.0,12
EverestCore,36,2266040.0,8.78,Logistics,5.0,55.0,93
NovaEdge,29,3563956.0,6.46,Retail,2.0,91.0,75
NexusEnergy,1,4628818.0,1.22,Tourism,1.0,-9.0,44
AtlasMedia,35,3584707.0,15.69,Logistics,1.0,-23.0,53
BeaconDigital,26,4971005.0,7.88,Energy,3.0,-32.0,38
HorizonCore,21,3662083.0,11.67,Hospitality,4.0,-56.0,91
AtlasSystems,39,3289283.0,11.19,Tourism,1.0,-93.0,98
FusionMedia,39,4977643.0,3.81,Manufacturing,2.0,-24.0,65
ApexLabs,35,2854549.0,0.68,Retail,3.0,39.0,80
NexusLink,14,590846.0,13.69,Retail,3.0,-62.0,30
NovaNet,26,4834432.0,13.09,Consulting,3.0,-80.0,64
NexusSystems,10,2557882.0,5.96,IT,2.0,13.0,94
VelocityNet,20,332031.0,13.55,Media,3.0,72.0,43
NovaWorks,39,4462527.0,19.34,Hospitality,4.0,97.0,68
VertexFoods,35,4311137.0,12.84,Logistics,5.0,-11.0,18
AuroraSystems,23,3037227.0,11.37,Consulting,2.0,-51.0,13
PulseRetail,2,2158542.0,10.59,Consulting,1.0,-59.0,71
NimbusRetail,31,3853860.0,15.51,Manufacturing,5.0,-13.0,56
PulseEdge,10,4336583.0,15.82,Fintech,3.0,75.0,65
PioneerCore,8,2309977.0,18.46,Healthcare,4.0,80.0,46
ApexTravel,6,884500.0,11.13,Ecommerce,4.0,-71.0,89
ZenHealth,40,4364552.0,19.47,Logistics,1.0,23.0,62
VertexCore,30,3345491.0,8.63,Telecom,2.0,-6.0,38
SummitHealth,19,4691464.0,19.54,Hospitality,5.0,-44.0,80
PrimeLink,22,518889.0,4.6,Retail,5.0,-39.0,55
AtlasWorks,13,2187850.0,13.93,Food,2.0,22.0,19
NexusFoods,4,1961175.0,4.74,Energy,4.0,-17.0,40
NimbusEdge,25,966879.0,11.04,Consulting,4.0,81.0,5
SummitNet,4,3269340.0,6.62,Retail,1.0,-11.0,64
NexusDigital,5,2947625.0,14.36,Tourism,3.0,-71.0,46
BeaconNet,31,819088.0,11.1,Healthcare,5.0,96.0,2
ApexPoint,36,2113084.0,19.26,Food,1.0,3.0,54
NexusMedia,33,4050391.0,18.69,Education,1.0,5.0,29
ApexDigital,2,4985125.0,17.99,Hospitality,4.0,53.0,5
PioneerHub,6,3388464.0,18.58,Media,1.0,-77.0,43
BeaconPoint,13,939798.0,8.04,Tourism,5.0,-21.0,8
PulseWorks,22,4564717.0,8.94,Healthcare,2.0,16.0,0
OrbitLink,26,60062.0,10.45,Ecommerce,2.0,-17.0,0
QuantumHub,18,3486465.0,6.16,Ecommerce,5.0,26.0,66
ZenHealth,17,4857235.0,2.7,Food,3.0,-39.0,67
NovaEnergy,22,1979675.0,7.27,Consulting,2.0,45.0,14
VelocityTravel,18,3925430.0,12.44,IT,1.0,82.0,48
PrimeTravel,38,1445084.0,19.94,IT,1.0,-39.0,8
PrimeHub,21,2244017.0,10.53,Hospitality,1.0,-98.0,98
HorizonCore,8,2806650.0,14.71,Fintech,4.0,53.0,22
VelocityLink,30,692051.0,2.3,Logistics,4.0,82.0,47
QuantumEnergy,25,4233484.0,11.26,Energy,1.0,43.0,65
PulseHealth,19,4009021.0,6.72,IT,3.0,22.0,55
VertexCore,32,3695920.0,6.56,Healthcare,1.0,4.0,94
FusionEdge,28,2787361.0,3.42,IT,2.0,-77.0,61
NimbusHealth,7,1670134.0,7.69,Hospitality,5.0,-45.0,95
HorizonLabs,8,1223758.0,18.49,IT,1.0,-44.0,90
VertexPoint,21,3251520.0,2.17,Logistics,4.0,-49.0,78
ZenLabs,7,142689.0,11.96,Ecommerce,1.0,-39.0,16
PulseFoods,32,2759427.0,9.3,Telecom,3.0,79.0,60
OrbitRetail,6,4251575.0,13.89,Tourism,5.0,-92.0,2
NovaZone,21,2270049.0,15.14,Media,5.0,34.0,12
AuroraZone,27,3200443.0,16.29,Tourism,5.0,54.0,40
PulseFoods,26,3578272.0,11.64,Energy,2.0,38.0,77
SummitHealth,2,913683.0,1.63,Energy,3.0,89.0,30
RadiantNet,13,2156873.0,2.28,Manufacturing,4.0,44.0,73
OrbitWorks,6,403600.0,18.51,Retail,3.0,-18.0,30
VertexCore,40,3138425.0,13.79,Media,5.0,-25.0,45
VelocityFoods,3,1996062.0,19.85,Fintech,1.0,-55.0,66
EverestLogics,10,4785948.0,6.54,Energy,5.0,-10.0,54
PioneerFoods,8,2716365.0,8.21,Tourism,4.0,64.0,7
SummitTech,15,3600303.0,17.29,Fintech,3.0,53.0,12
VelocityEdge,22,2073720.0,8.27,Manufacturing,2.0,54.0,76
VelocityHealth,5,1283676.0,5.49,IT,4.0,-37.0,53
SummitPoint,39,704394.0,4.21,Media,4.0,-84.0,20
PrimeTech,8,1902633.0,6.71,Telecom,3.0,-5.0,63
NexusNet,31,4979613.0,3.38,Food,4.0,9.0,90
QuantumNet,9,1420730.0,7.53,Manufacturing,4.0,55.0,45
NimbusMedia,33,1733361.0,0.58,Logistics,4.0,-2.0,7
SummitLabs,13,3039973.0,4.49,Education,5.0,-55.0,32
RadiantPoint,3,399623.0,9.06,Energy,4.0,-32.0,70
HorizonGlobal,39,3675509.0,4.98,Energy,2.0,79.0,41
AtlasDigital,38,4906824.0,19.56,Consulting,4.0,-35.0,46
AuroraGlobal,4,2645591.0,13.71,Food,3.0,39.0,78
HorizonPoint,2,2524321.0,18.91,Logistics,3.0,71.0,21
NimbusHub,15,815491.0,12.33,Energy,4.0,-59.0,70
ZenMedia,8,3252748.0,12.05,Logistics,5.0,-7.0,47
PrimeTravel,13,1592781.0,10.86,Ecommerce,5.0,-27.0,0
RadiantLabs,34,257067.0,15.71,Education,5.0,97.0,92
EverestSystems,4,4117791.0,3.04,Fintech,5.0,-13.0,79
VelocityEdge,12,4707870.0,12.09,IT,5.0,-56.0,2
VelocityCore,38,1211638.0,12.15,Telecom,5.0,49.0,41
AtlasDigital,9,1978532.0,11.15,Retail,3.0,-25.0,88
VelocityWorks,26,4798073.0,11.57,Fintech,5.0,-99.0,29
OrbitMedia,4,3739617.0,11.73,Fintech,3.0,13.0,73
EverestCore,11,1992396.0,13.64,Energy,2.0,-32.0,35
QuantumEnergy,30,1007909.0,18.03,Hospitality,5.0,-19.0,100
QuantumHealth,23,3578128.0,6.84,Consulting,2.0,52.0,82
AtlasLogics,8,1761058.0,8.73,Education,4.0,16.0,50
NexusHub,15,841191.0,8.97,Ecommerce,5.0,36.0,43
PioneerSystems,19,213317.0,0.32,IT,5.0,-20.0,78
ApexTravel,1,2559530.0,18.59,IT,4.0,-20.0,66
VelocityGlobal,6,3651366.0,15.35,Consulting,5.0,-55.0,41
NimbusLabs,32,4403536.0,14.46,Ecommerce,2.0,-81.0,95
NimbusRetail,15,2241533.0,17.5,Manufacturing,2.0,83.0,94
QuantumCore,33,4529184.0,17.26,Energy,4.0,22.0,63
NexusWorks,29,673832.0,14.14,Logistics,5.0,-87.0,11
RadiantHub,4,65824.0,15.04,Hospitality,2.0,-64.0,86
FusionGlobal,7,3809812.0,15.94,Consulting,1.0,77.0,69
FusionRetail,40,3413427.0,16.26,Telecom,1.0,6.0,85
PioneerFoods,13,1519937.0,12.77,Tourism,4.0,-89.0,49
OrbitFoods,21,2124405.0,18.78,Hospitality,5.0,86.0,52
VelocityPoint,1,277447.0,17.03,Ecommerce,1.0,71.0,87
ApexDigital,14,351270.0,14.02,Retail,3.0,-55.0,84
EverestHealth,2,1465538.0,19.6,Media,1.0,-37.0,57
QuantumNet,39,3962009.0,3.07,Healthcare,5.0,82.0,71
SummitPoint,33,3593480.0,3.45,IT,2.0,-36.0,55
NexusWorks,13,2882343.0,13.13,Healthcare,1.0,-17.0,43
BeaconMedia,10,3345145.0,17.32,Healthcare,3.0,-45.0,55
PioneerEdge,9,1306705.0,4.45,Tourism,4.0,-79.0,15
ApexTech,7,25829.0,3.56,Tourism,3.0,-49.0,18
VelocityMedia,37,1078443.0,12.36,Manufacturing,2.0,-79.0,50
EverestRetail,9,1628461.0,8.33,Education,4.0,13.0,62
NexusLink,40,961009.0,19.55,Education,3.0,-96.0,48
OrbitPoint,21,597117.0,4.78,Ecommerce,3.0,-47.0,76
AuroraLabs,38,3151690.0,3.72,Food,4.0,87.0,33
AuroraHealth,39,4040041.0,7.72,Retail,3.0,32.0,88
AtlasZone,23,4234055.0,0.37,Retail,1.0,-61.0,73
NexusLink,12,2706793.0,13.31,Manufacturing,3.0,43.0,67
VertexWorks,26,4244590.0,10.06,Media,1.0,-37.0,49
NimbusLabs,27,1449491.0,10.72,IT,4.0,100.0,80
SummitLogics,24,4791362.0,11.93,IT,3.0,84.0,58
NexusHealth,4,942356.0,7.5,Telecom,1.0,-62.0,6
PulseEdge,5,4625772.0,10.56,Logistics,3.0,35.0,4
AtlasLink,39,2297267.0,6.77,Consulting,1.0,-46.0,16
ApexHub,23,3733963.0,6.7,Healthcare,3.0,-87.0,64
PioneerTravel,30,4392764.0,10.65,Retail,2.0,75.0,1
NexusDigital,25,1832797.0,5.56,Ecommerce,5.0,90.0,90
VertexLogics,10,1400845.0,18.61,Food,1.0,36.0,95
EverestFoods,24,2238041.0,16.1,Energy,1.0,60.0,21
OrbitLogics,30,1453978.0,6.78,Telecom,5.0,33.0,94
BeaconPoint,12,525690.0,8.12,Ecommerce,5.0,57.0,76
NexusTech,37,4947603.0,17.98,Hospitality,2.0,-92.0,6
RadiantWorks,35,3755175.0,19.0,Hospitality,3.0,71.0,77
ApexCore,1,347946.0,4.61,Manufacturing,2.0,-88.0,4
PrimeNet,25,4713551.0,11.38,Media,4.0,-15.0,66
QuantumLabs,1,2152060.0,16.11,Manufacturing,2.0,98.0,57
